Référence offre;Intitule;Poste;Secteur activité;Entreprise;Type d'entreprise;Lieu;Groupe de contrat;Type contrat;Date de publication ;Mois;Trimestre
JOB250001502;GERANT;1;"Santé, Pharmacie & Recherche Scientifique";TRIOS SARL;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;23/6/2025;Juin;T2
JOB250001503;Caissier secondaire;1;"Commerce, Vente, Marketing & Distribution";TRIOS SARL;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;23/6/2025;Juin;T2
JOB250001505;Technicien Qualifié de Laboratoire;1;"Santé, Pharmacie & Recherche Scientifique";TRIOS SARL;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;23/6/2025;Juin;T2
JOB250001506;Technicien Qualifié de Laboratoire;1;"Santé, Pharmacie & Recherche Scientifique";TRIOS SARL;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;23/6/2025;Juin;T2
JOB250001507;Caissier secondaire;1;"Santé, Pharmacie & Recherche Scientifique";TRIOS SARL;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;23/6/2025;Juin;T2
JOB250001508;Technicien Auxiliaire de Laboratoire;1;"Santé, Pharmacie & Recherche Scientifique";TRIOS SARL;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;23/6/2025;Juin;T2
JOB250001509;Assistant de Direction;1;"Santé, Pharmacie & Recherche Scientifique";TRIOS SARL;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;23/6/2025;Juin;T2
JOB250002551;Ménagère;1;Nettoyage & Blanchisserie;TTC ENGINEERING CONSULTANT SERVICES;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;31/10/2025;Octobre;T4
JOB250002552;RESPONSABLE FINANCIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";TTC ENGINEERING CONSULTANT SERVICES;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;31/10/2025;Octobre;T4
JOB250001547;CHARGE DE LA COMPENSATION INTERBANCAIRE ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;30/6/2025;Juin;T2
JOB250001548;CHARGE DES RISQUES OPERATIONNELS;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;30/6/2025;Juin;T2
JOB250001562;RESPONSABLE SECURITE PHYSIQUE ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;1/7/2025;Juillet;T3
JOB250001929;contrôleur interne;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;12/8/2025;Août;T3
JOB250001938;GESTIONNAIRE DE COMPTES GRANDES ENTREPRISES;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;13/8/2025;Août;T3
JOB250001941;ANALYSTE CREDIT SENIOR ;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;13/8/2025;Août;T3
JOB250002331;CHARGE DES OPERATIONS INTERNATIONALES;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;1/10/2025;Octobre;T4
JOB250002335;ASSISTANT CHARG DU REPORTING REGLEMENTAIRE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;2/10/2025;Octobre;T4
JOB250002336;CHARGE DE LA TRESORERIE;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;2/10/2025;Octobre;T4
JOB250002339;CHARGE DE LA GESTION DU BILAN;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;2/10/2025;Octobre;T4
JOB250002340;CHARGE DE LA GESTION DU BILAN;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;2/10/2025;Octobre;T4
JOB250002341;CHARGE DE LA GESTION DU BILAN;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;2/10/2025;Octobre;T4
JOB250002342;CHARGE DE LA GESTION DU BILAN;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";UBA CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;2/10/2025;Octobre;T4
JOB250001193;preparateur des travaux pratiques de physique;1;"Éducation, Formation & Enseignement";UCAC-ICAM;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;21/5/2025;Mai;T2
JOB250002253;Directeur des Opérations;1;"Industrie, Production & Maintenance";ULSAN MINIG CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;17/9/2025;Septembre;T3
JOB250002254;Directeur de Projet;1;"Conseil, Stratégie & Gestion des Ressources Humaines";ULSAN MINIG CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;17/9/2025;Septembre;T3
JOB250002255;DirecteurPays;1;"Industrie, Production & Maintenance";ULSAN MINIG CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;17/9/2025;Septembre;T3
JOB250002261;INTERPRETE;1;"Industrie, Production & Maintenance";ULSAN MINIG CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;18/9/2025;Septembre;T3
JOB250002265;Directeur Administratif et Financier;1;"Industrie, Production & Maintenance";ULSAN MINIG CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;19/9/2025;Septembre;T3
JOB250002190;COMMERCIAL ;1;"Commerce, Vente, Marketing & Distribution";UNI SAVON INDUSTRIES;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;9/9/2025;Septembre;T3
JOB250002544;Techniciens de Surface;1;Nettoyage & Blanchisserie;UNI SAVON INDUSTRIES;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;29/10/2025;Octobre;T4
JOB250000820;Assistant de Direction;1;"Conseil, Stratégie & Gestion des Ressources Humaines";UNICONGO;Entreprise Privée;BRAZZAVILLE;Emploi Durable;CDI;11/2/2025;Février;T1
NONREF000073;Chauffeurs poids lègers;1;"Commerce, Vente, Marketing & Distribution";UNISAVON;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;13/1/2025;Janvier;T1
NONREF000170;Manoeuvres;6;"Commerce, Vente, Marketing & Distribution";UNISAVON;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/1/2025;Janvier;T1
JOB250002064;Agent commercial;1;"Santé, Pharmacie & Recherche Scientifique";UNIVERS OPTIQUE CONGO;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/8/2025;Août;T3
NONREF000173;Mécanicien;1;"Commerce, Vente, Marketing & Distribution";UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;9/1/2025;Janvier;T1
JOB250000944;chauffeur véhicule léger;1;"Commerce, Vente, Marketing & Distribution";UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/4/2025;Avril;T2
JOB250001493;RESPONSABLEMAINTENANCE;1;"Commerce, Vente, Marketing & Distribution";UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/6/2025;Juin;T2
JOB250001528;CHAUFFEUR VEHICULE LEGER;1;"Commerce, Vente, Marketing & Distribution";UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;26/6/2025;Juin;T2
JOB250001812;MECANICIEN;2;"Commerce, Vente, Marketing & Distribution";UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;30/7/2025;Juillet;T3
JOB250002023;MECANICIEN;3;"Commerce, Vente, Marketing & Distribution";UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;21/8/2025;Août;T3
JOB250002184;Electricien;1;"Énergie, Environnement & Eau";UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;9/9/2025;Septembre;T3
JOB250002543;Manœuvre;1;Divers ;UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;29/10/2025;Octobre;T4
JOB250002636;MECANICIEN;1;"Industrie, Production & Maintenance";UNO MOTORS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/11/2025;Novembre;T4
JOB250001015;Ingénieur en Services Techniques sur le Terrain (Technical Field Services Engineer);1;"Pétrole, Gaz & Hydrocarbures";VERSALIS CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;30/4/2025;Avril;T2
JOB250001017;Technical Field Services Engineer;1;"Commerce, Vente, Marketing & Distribution";VERSALIS CONGO SARLU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;30/4/2025;Avril;T2
JOB250000844;SERVEUR ;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;12/3/2025;Mars;T1
NONREF000132;Femme de chambre;1;"Tourisme, Loisirs & Voyages";VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;22/1/2025;Janvier;T1
JOB250000961;FEMME DE CHAMBRE;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/4/2025;Avril;T2
JOB250000962;Chef de rang;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;23/4/2025;Avril;T2
JOB250001630;Gouvernant Général;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;7/7/2025;Juillet;T3
JOB250001666;Réceptionniste ;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/7/2025;Juillet;T3
JOB250001914;Gouvernant Général;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/8/2025;Août;T3
JOB250002242;Chef de Rang;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;15/9/2025;Septembre;T3
JOB250002523;COMMIS PATISSIER;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/10/2025;Octobre;T4
JOB250002524;Gouvernant Général;1;Hôtellerie - Restauration;VILLA MADIBA;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;27/10/2025;Octobre;T4
JOB250002556;Cuisinier ;1;Hôtellerie - Restauration;VITAL PALACE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/11/2025;Novembre;T4
JOB250002558;Réceptionniste ;1;Hôtellerie - Restauration;VITAL PALACE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/11/2025;Novembre;T4
JOB250002560;BUANDIER ;1;Hôtellerie - Restauration;VITAL PALACE;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;3/11/2025;Novembre;T4
JOB250002763;AssistantAdministratif et RH;1;"Conseil, Stratégie & Gestion des Ressources Humaines";WAMY EXPRESS;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/12/2025;Décembre;T4
JOB250002764;Chargé Clientèle;1;"Commerce, Vente, Marketing & Distribution";WAMY EXPRESS;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/12/2025;Décembre;T4
JOB250002765;Assistant Logistique;1;"Transport, Logistique & Supply Chain";WAMY EXPRESS;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/12/2025;Décembre;T4
JOB250002766;Responsable Marketing et Commercial;1;"Commerce, Vente, Marketing & Distribution";WAMY EXPRESS;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;4/12/2025;Décembre;T4
JOB250002767;CAISSIER;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";WAMY EXPRESS;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/12/2025;Décembre;T4
JOB250001806;CHEF D'ATELIER;1;Exploitation Forestière & Bois;WENGE CRP BOIS;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/7/2025;Juillet;T3
JOB250001807;MACHINISTE;1;Exploitation Forestière & Bois;WENGE CRP BOIS;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/7/2025;Juillet;T3
JOB250001808;VIGILES;1;Exploitation Forestière & Bois;WENGE CRP BOIS;Entreprise Privée;BRAZZAVILLE;Emploi Temporaire;CDD;29/7/2025;Juillet;T3
JOB250000978;ASSISTANT ADMINISTRATIF;1;"Conseil, Stratégie & Gestion des Ressources Humaines";WEY YE SERVICES &TRAVAUX PETROLIERS;Entreprise Privée;POINTE-NOIRE;Emploi Durable;CDI;24/4/2025;Avril;T2
NONREF000058;Chargé de clientèle;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";WILLIS TOWERS W CGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/2/2025;Février;T1
JOB250001932;Comptable Trésorerie;1;"Finance, Banque, Assurance, Comptabilité & Fiscalité";WILLIS TOWERS WATSON CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;12/8/2025;Août;T3
JOB250001575;Agent commercial;1;"Pétrole, Gaz & Hydrocarbures";WING WAH E&P SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;2/7/2025;Juillet;T3
JOB250002248;Secrétaires Administratifs;2;"Conseil, Stratégie & Gestion des Ressources Humaines";WING WAH E&P SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;16/9/2025;Septembre;T3
JOB250002666;Technicien Support IT & Réseau;1;"Pétrole, Gaz & Hydrocarbures";WING WAH E&P SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;18/11/2025;Novembre;T4
JOB250002797;Chargé de Soutien Opérationnel et de Coordination;1;"Pétrole, Gaz & Hydrocarbures";WING WAH E&P SAU;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/12/2025;Décembre;T4
NONREF000047;Assistante RH;1;"Conseil, Stratégie & Gestion des Ressources Humaines";WING WAH EXPL P P;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;24/2/2025;Février;T1
NONREF000245;Technicienne QHSE;1;"Assurance Qualité, Contrôle, Testing (QHSE)";WING WAH EXPL P P;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;24/2/2025;Février;T1
JOB250001227;"Responsable des Ressources Humaines (RH), Affaires Générales (Admine),Responsable de la Coordination des Projets";1;"Conseil, Stratégie & Gestion des Ressources Humaines";WISON NEW ENERGIES CONGO;Entreprise Privée;GAMBOMA ;Emploi Temporaire;CDD;23/5/2025;Mai;T2
JOB250001324;Coordinateur PTW HSE CSU (CSU HSE PTW Coordinator) ;1;"Assurance Qualité, Contrôle, Testing (QHSE)";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/6/2025;Juin;T2
JOB250001325;Superintendant HSE CSU (CSU HSE Superintendent);1;"Assurance Qualité, Contrôle, Testing (QHSE)";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;4/6/2025;Juin;T2
JOB250001338;Superviseur HSE CSU ;1;"Assurance Qualité, Contrôle, Testing (QHSE)";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/6/2025;Juin;T2
JOB250001339;Superviseur Logistique;1;"Transport, Logistique & Supply Chain";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/6/2025;Juin;T2
JOB250001340;MAGASINIER ;1;"Transport, Logistique & Supply Chain";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/6/2025;Juin;T2
JOB250001341;Superviseur d’Entrepôt;1;"Transport, Logistique & Supply Chain";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;6/6/2025;Juin;T2
JOB250001342;Responsable Contrôle de Projet (Project Control Manager);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;7/6/2025;Juin;T2
JOB250001343;Directeur de Projet;1;"Conseil, Stratégie & Gestion des Ressources Humaines";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;9/6/2025;Juin;T2
JOB250001344;CHEF DE PROJET ;1;"Conseil, Stratégie & Gestion des Ressources Humaines";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;9/6/2025;Juin;T2
JOB250001345;Superviseur Qualité Électrique et Instrumentation (E&I) (E&I Quality Supervisor);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001346;Superviseur Qualité Équipements (Equipment Quality Supervisor);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001347;Superviseur Qualité Tuyauterie (Piping Quality Supervisor);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001348;Responsable Qualité Projet ;1;"Énergie, Environnement & Eau";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001349;Responsable Qualité Projet ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001350;Contrôleur de Documents Qualité (Quality Document Controller) ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001351;Superviseur Automation;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001353;Technicien en Automation (Automation Technician);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001354;Officier de Ballast cargo (Cargo Ballast Officer);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001355;Opérateur de Pont Ballast Cargo (Cargo Ballast Deck Operator);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001356;Opérateur de la salle de contrôle (CCR) (CCR Operator);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001357;Responsable de la surveillance basée sur l’état (Condition Base Monitoring Lead (CBM）;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001358;Superviseur de la salle de contrôle (KP) ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001359;Opérateur de Grue;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001360;Chef de Pont;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001361;"Chef de pont, chef de l’équipe de gréeurs";1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;10/6/2025;Juin;T2
JOB250001362;Opérateur sur site ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001363;Electricien;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001364;Superviseur Électrique ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001365;Chef Électrique(Responsable Électrique) ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001366;Technicien de laboratoire ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001367;Superviseur de laboratoire;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001370;Chimiste de laboratoire ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001371;Technicien Instrumentation;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001372;Superviseur Instrumentation ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001373;Chef Instrumentation;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001377;Superviseur Inspection;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001378;Monteur & Soudeur;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001382;Responsable Matériaux;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001383;Superviseur Matériel;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001384;Superviseur Maritime Logistique (SSO);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001385;Superintendant Maintenance;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001386;Planificateur de Maintenance;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001387;Responsable du Lot de Maintenance;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001388;Coordinateur Maintenance;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001389;Capitaine de chargement;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001390;Superviseur Rotationnel ;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001391;Superintendant de Production ;1;"Énergie, Environnement & Eau";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001392;Rotationnel;1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
JOB250001393;Coordinateur de Quart de Production (KP);1;"Pétrole, Gaz & Hydrocarbures";WISON NEW ENERGIES CONGO;Entreprise Privée;POINTE-NOIRE;Emploi Temporaire;CDD;11/6/2025;Juin;T2
